-0.000129199	0
0.000129199	0.004399965
0.000258398	0.335346628
0.000387597	0.540624689
0.000516796	0.435348017
0.000645995	0.404970891
0.000775194	0.39341898
0.000904393	0.329470076
0.001033592	0.28731468
0.001162791	0.265323432
0.00129199	0.232054374
0.001421189	0.227798212
0.001550388	0.218820856
0.001679587	0.195966661
0.001808786	0.169980134
0.001937984	0.143071971
0.002067183	0.119093445
0.002196382	0.10104215
0.002325581	0.086592825
0.00245478	0.080748956
0.002583979	0.070629564
0.002713178	0.056540152
0.002842377	0.044215922
0.002971576	0.033844688
0.003100775	0.026176477
0.003229974	0.020878036
0.003359173	0.020302408
0.003488372	0.057689904
0.003617571	0.119281339
0.00374677	0.089221634
0.003875969	0.088574443
0.004005168	0.071728359
0.004134367	0.05819875
0.004263566	0.046953553
0.004392765	0.022941279
0.004521964	0.009102786
0.004651163	0.008985453
0.004780362	0.014862006
0.004909561	0.018423046
0.00503876	0.017891295
0.005167959	0.021414576
0.005297158	0.015675087
0.005426357	0.009302365
0.005555556	0.006955329
0.005684755	0.0073078
0.005813953	-0.000842702
0.005943152	-0.023472478
0.006072351	-0.016303044
0.00620155	-0.046050951
0.006330749	-0.083035217
0.006459948	-0.060141456
0.006589147	-0.037942222
0.006718346	-0.034032918
0.006847545	-0.026368408
0.006976744	-0.024971559
0.007105943	-0.014512274
0.007235142	-0.014166954
0.007364341	-0.017796254
0.00749354	-0.00205957
0.007622739	-0.003509891
0.007751938	-0.00043297
0.007881137	0.003190799
0.008010336	-0.000757418
0.008139535	-0.015454461
0.008268734	-0.018688378
0.008397933	-0.014886447
0.008527132	-0.010098582
0.008656331	-0.009529019
0.00878553	-0.010776118
0.008914729	-0.011945338
0.009043928	-0.011385739
0.009173127	-0.011116021
0.009302326	-0.011057655
0.009431525	-0.011861273
0.009560724	-0.010190197
0.009689922	-0.007409391
0.009819121	-0.0071401
0.00994832	-0.009582715
0.010077519	-0.010747096
0.010206718	-0.003661878
0.010335917	0.007870596
0.010465116	0.009199044
0.010594315	0.005776714
0.010723514	-0.000456441
0.010852713	0.005134471
0.010981912	0.014408797
0.011111111	0.025996792
0.01124031	0.033216996
0.011369509	0.036994838
0.011498708	0.040511838
0.011627907	0.040576836
0.011757106	0.039680228
0.011886305	0.041864146
0.012015504	0.078841579
0.012144703	0.163766335
0.012273902	0.129507992
0.012403101	0.100617658
0.0125323	0.096729723
0.012661499	0.093795848
0.012790698	0.0920932
0.012919897	0.092913867
0.013049096	0.10577303
0.013178295	0.104821925
