-0.00017094	0
0	0
0.00017094	-0.071643843
0.00034188	-0.280873676
0.000512821	-0.243867604
0.000683761	-0.198136616
0.000854701	-0.158819094
0.001025641	-0.138338072
0.001196581	-0.142744382
0.001367521	-0.145367317
0.001538462	-0.143122243
0.001709402	-0.145746925
0.001880342	-0.155312956
0.002051282	-0.166330202
0.002222222	-0.142560521
0.002393162	-0.148611624
0.002564103	-0.140097226
0.002735043	-0.131966508
0.002905983	-0.11993179
0.003076923	-0.096516293
0.003247863	-0.065123209
0.003418803	-0.037990399
0.003589744	-0.009595758
0.003760684	0.006674213
0.003931624	0.043551549
0.004102564	0.081583958
0.004273504	0.113060896
0.004444444	0.136412048
0.004615385	0.154249574
0.004786325	0.176103355
0.004957265	0.210630053
0.005128205	0.244285453
0.005299145	0.271560371
0.005470085	0.276973524
0.005641026	0.266494499
0.005811966	0.215026734
0.005982906	0.238235317
0.006153846	0.256552926
0.006324786	0.255549166
0.006495726	0.25319941
0.006666667	0.252049681
0.006837607	0.250613031
0.007008547	0.251073529
0.007179487	0.249440482
0.007350427	0.252070212
0.007521368	0.243825996
0.007692308	0.222557715
0.007863248	0.224160421
0.008034188	0.230045933
0.008205128	0.225221566
0.008376068	0.219308695
0.008547009	0.218711888
0.008717949	0.218336408
0.008888889	0.216976639
0.009059829	0.21586098
0.009230769	0.216019829
0.009401709	0.20875121
0.00957265	0.21253062
0.00974359	0.20480995
0.00991453	0.230331976
0.01008547	0.212258715
0.01025641	0.166648484
0.01042735	0.17244508
0.010598291	0.168525488
0.010769231	0.168281359
0.010940171	0.166688954
0.011111111	0.170230776
0.011282051	0.17262313
0.011452991	0.172077095
0.011623932	0.167757449
0.011794872	0.169176509
0.011965812	0.172774085
0.012136752	0.175930575
0.012307692	0.177442507
0.012478632	0.183424155
0.012649573	0.187286407
0.012820513	0.181890828
0.012991453	0.194970317
0.013162393	0.204687197
0.013333333	0.211428669
0.013504274	0.217921726
0.013675214	0.224751625
0.013846154	0.232087871
0.014017094	0.241228125
0.014188034	0.251479502
0.014358974	0.262284372
0.014529915	0.273711954
0.014700855	0.286480724
0.014871795	0.300182259
0.015042735	0.31247208
0.015213675	0.320442259
0.015384615	0.330281913
0.015555556	0.348089559
0.015726496	0.375933277
0.015897436	0.409578328
0.016068376	0.419201174
0.016239316	0.419685395
0.016410256	0.412634651
0.016581197	0.400792163
0.016752137	0.372463254
0.016923077	0.345935373
0.017094017	0.322495997
0.017264957	0.301178767
