---Min Power Records---
Gen 118 : 1134.811697055686
Gen 119 : 1134.811697055686
Gen 120 : 1134.811697055686
Gen 121 : 1134.811697055686
Gen 122 : 1134.811697055686
Gen 123 : 1134.811697055686
Gen 124 : 1134.811697055686
Gen 125 : 1134.811697055686
Gen 126 : 1134.811697055686
Gen 127 : 1134.811697055686
Gen 128 : 1134.811697055686
Gen 129 : 1134.811697055686
Gen 130 : 1134.811697055686
Gen 131 : 1134.811697055686
Gen 132 : 1134.811697055686
Gen 133 : 1134.811697055686
Gen 134 : 1134.811697055686
Gen 135 : 1134.811697055686
Gen 136 : 1134.811697055686
Gen 137 : 1134.811697055686
Gen 138 : 1134.811697055686
Gen 139 : 1134.811697055686
Gen 140 : 1134.811697055686
Gen 141 : 1134.811697055686
Gen 142 : 1134.811697055686
Gen 143 : 1134.811697055686
Gen 144 : 1134.811697055686
Gen 145 : 1134.811697055686
Gen 146 : 1134.811697055686
Gen 147 : 1134.811697055686
Gen 148 : 1134.811697055686
Gen 149 : 1134.811697055686
Gen 150 : 1134.811697055686
Gen 151 : 1134.811697055686
Gen 152 : 1134.811697055686
Gen 153 : 1134.811697055686
Gen 154 : 1134.811697055686
Gen 155 : 1134.811697055686
Gen 156 : 1134.811697055686
Gen 157 : 1134.811697055686
Gen 158 : 1134.811697055686
Gen 159 : 1134.811697055686
Gen 160 : 1134.811697055686
Gen 161 : 1134.811697055686
Gen 162 : 1134.811697055686
Gen 163 : 1134.811697055686
Gen 164 : 1134.811697055686
Gen 165 : 1134.811697055686
Gen 166 : 1134.811697055686
Gen 167 : 1134.811697055686
Gen 168 : 1134.811697055686
Gen 169 : 1134.811697055686
Gen 170 : 1134.811697055686
Gen 171 : 1134.811697055686
Gen 172 : 1134.811697055686
Gen 173 : 1134.811697055686
Gen 174 : 1134.811697055686
Gen 175 : 1134.811697055686
Gen 176 : 1134.811697055686
Gen 177 : 1134.811697055686
Gen 178 : 1134.811697055686
Gen 179 : 1134.811697055686
Gen 180 : 1134.811697055686
Gen 181 : 1134.811697055686
Gen 182 : 1134.811697055686
Gen 183 : 1134.811697055686
Gen 184 : 1134.811697055686
Gen 185 : 1134.811697055686
Gen 186 : 1134.811697055686
Gen 187 : 1134.811697055686
Gen 188 : 1134.811697055686
Gen 189 : 1134.811697055686
Gen 190 : 1134.811697055686
Gen 191 : 1134.811697055686
Gen 192 : 1134.811697055686
Gen 193 : 1134.811697055686
Gen 194 : 1134.811697055686
Gen 195 : 1134.811697055686
Gen 196 : 1134.811697055686
Gen 197 : 1134.811697055686
Gen 198 : 1134.811697055686
Gen 199 : 1134.811697055686
Gen 200 : 1134.811697055686
Gen 201 : 1134.811697055686
Gen 202 : 1134.811697055686
Gen 203 : 1134.811697055686
Gen 204 : 1134.811697055686
Gen 205 : 1134.811697055686
Gen 206 : 1134.811697055686
Gen 207 : 1134.811697055686
Gen 208 : 1134.811697055686
Gen 209 : 1134.811697055686
Gen 210 : 1134.811697055686
Gen 211 : 1134.811697055686
Gen 212 : 1134.811697055686
Gen 213 : 1134.811697055686
Gen 214 : 1134.811697055686
Gen 215 : 1134.811697055686
Gen 216 : 1134.811697055686
Gen 217 : 1134.811697055686
Gen 218 : 1134.811697055686
Gen 219 : 1134.811697055686
Gen 220 : 1134.811697055686
Gen 221 : 1134.811697055686
Gen 222 : 1134.811697055686
Gen 223 : 1134.811697055686
Gen 224 : 1134.811697055686
Gen 225 : 1134.811697055686
Gen 226 : 1134.811697055686
Gen 227 : 1134.811697055686
Gen 228 : 1134.811697055686
Gen 229 : 1134.811697055686
Gen 230 : 1134.811697055686
Gen 231 : 1134.811697055686
Gen 232 : 1134.811697055686
Gen 233 : 1134.811697055686
Gen 234 : 1134.811697055686
Gen 235 : 1134.811697055686
Gen 236 : 1134.811697055686
Gen 237 : 1134.811697055686
Gen 238 : 1134.811697055686
Gen 239 : 1134.811697055686
Gen 240 : 1134.811697055686
Gen 241 : 1134.811697055686
Gen 242 : 1134.811697055686
Gen 243 : 1134.811697055686
Gen 244 : 1134.811697055686
Gen 245 : 1134.811697055686
Gen 246 : 1134.811697055686
Gen 247 : 1134.811697055686
Gen 248 : 1134.811697055686
Gen 249 : 1134.811697055686
Gen 250 : 1134.811697055686
Gen 251 : 1134.811697055686
Gen 252 : 1134.811697055686
Gen 253 : 1134.811697055686
Gen 254 : 1134.811697055686
Gen 255 : 1134.811697055686
Gen 256 : 1134.811697055686
Gen 257 : 1134.811697055686
Gen 258 : 1134.811697055686
Gen 259 : 1134.811697055686
Gen 260 : 1134.811697055686
Gen 261 : 1134.811697055686
Gen 262 : 1134.811697055686
Gen 263 : 1134.811697055686
Gen 264 : 1134.811697055686
Gen 265 : 1134.811697055686
Gen 266 : 1134.811697055686
Gen 267 : 1134.811697055686
Gen 268 : 1134.811697055686
Gen 269 : 1134.811697055686
Gen 270 : 1134.811697055686
Gen 271 : 1134.811697055686
Gen 272 : 1134.811697055686
Gen 273 : 1134.811697055686
Gen 274 : 1134.811697055686
Gen 275 : 1134.811697055686
Gen 276 : 1134.811697055686
Gen 277 : 1134.811697055686
Gen 278 : 1134.811697055686
Gen 279 : 1134.811697055686
Gen 280 : 1134.811697055686
Gen 281 : 1134.811697055686
Gen 282 : 1134.811697055686
Gen 283 : 1134.811697055686
Gen 284 : 1134.811697055686
Gen 285 : 1134.811697055686
Gen 286 : 1134.811697055686
Gen 287 : 1134.811697055686
Gen 288 : 1134.811697055686
Gen 289 : 1134.811697055686
Gen 290 : 1134.811697055686
Gen 291 : 1134.811697055686
Gen 292 : 1134.811697055686
Gen 293 : 1134.811697055686
Gen 294 : 1134.811697055686
Gen 295 : 1134.811697055686
Gen 296 : 1134.811697055686
Gen 297 : 1134.811697055686
Gen 298 : 1134.811697055686
Gen 299 : 1134.811697055686
Gen 300 : 1134.811697055686
Gen 301 : 1134.811697055686
Gen 302 : 1134.811697055686
Gen 303 : 1134.811697055686
Gen 304 : 1134.811697055686
Gen 305 : 1134.811697055686
Gen 306 : 1134.811697055686
Gen 307 : 1134.811697055686
Gen 308 : 1134.811697055686
Gen 309 : 1134.811697055686
Gen 310 : 1134.811697055686
Gen 311 : 1134.811697055686
Gen 312 : 1134.811697055686
Gen 313 : 1134.811697055686
Gen 314 : 1134.811697055686
Gen 315 : 1134.811697055686
Gen 316 : 1134.811697055686
Gen 317 : 1134.811697055686
Gen 318 : 1134.811697055686
Gen 319 : 1134.811697055686
Gen 320 : 1134.811697055686
Gen 321 : 1134.811697055686
Gen 322 : 1134.811697055686
Gen 323 : 1134.811697055686
Gen 324 : 1134.811697055686
Gen 325 : 1134.811697055686
Gen 326 : 1134.811697055686
Gen 327 : 1134.811697055686
Gen 328 : 1134.811697055686
Gen 329 : 1134.811697055686
Gen 330 : 1134.811697055686
Gen 331 : 1134.811697055686
Gen 332 : 1134.811697055686
Gen 333 : 1134.811697055686
Gen 334 : 1134.811697055686
Gen 335 : 1134.811697055686
Gen 336 : 1134.811697055686
Gen 337 : 1134.811697055686
Gen 338 : 1134.811697055686
Gen 339 : 1134.811697055686
Gen 340 : 1134.811697055686
Gen 341 : 1134.811697055686
Gen 342 : 1134.811697055686
Gen 343 : 1134.811697055686
Gen 344 : 1134.811697055686
Gen 345 : 1134.811697055686
Gen 346 : 1134.811697055686
Gen 347 : 1134.811697055686
Gen 348 : 1134.811697055686
Gen 349 : 1134.811697055686
Gen 350 : 1134.811697055686
Gen 351 : 1134.811697055686
Gen 352 : 1134.811697055686
Gen 353 : 1134.811697055686
Gen 354 : 1134.811697055686
Gen 355 : 1134.811697055686
Gen 356 : 1134.811697055686
Gen 357 : 1134.811697055686
Gen 358 : 1134.811697055686
Gen 359 : 1134.811697055686
Gen 360 : 1134.811697055686
Gen 361 : 1134.811697055686
Gen 362 : 1134.811697055686
Gen 363 : 1134.811697055686
Gen 364 : 1134.811697055686
Gen 365 : 1134.811697055686
Gen 366 : 1134.811697055686
Gen 367 : 1134.811697055686
Gen 368 : 1134.811697055686
Gen 369 : 1134.811697055686
Gen 370 : 1134.811697055686
Gen 371 : 1134.811697055686
Gen 372 : 1134.811697055686
Gen 373 : 1134.811697055686
Gen 374 : 1134.811697055686
Gen 375 : 1134.811697055686
Gen 376 : 1134.811697055686
Gen 377 : 1134.811697055686
Gen 378 : 1134.811697055686
Gen 379 : 1134.811697055686
Gen 380 : 1134.811697055686
Gen 381 : 1134.811697055686
Gen 382 : 1134.811697055686
Gen 383 : 1134.811697055686
Gen 384 : 1134.811697055686
